ID,Delivery_person_Ratings,Order_Date,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,Order_Day,Order_Hour,Distance_km
0x455c,4.8,2022-03-13,Sunny,Medium,2,Snack,motorcycle,0,No,Metropolitian,13,Sunday,18,9.295646535921481
0xa5a5,4.9,2022-03-11,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,20,Friday,10,1.5072182814137156
0xb3dd,4.9,2022-03-31,Windy,Low,0,Buffet,motorcycle,0,No,Urban,24,Thursday,23,19.87900471871662
0xc2e2,4.6,2022-02-14,Stormy,Low,0,Meal,motorcycle,0,No,Metropolitian,24,Monday,22,14.121309628180253
0x3680,4.5,2022-03-08,Windy,Medium,2,Meal,scooter,1,No,Metropolitian,25,Tuesday,18,10.983241696284244
0x2704,4.0,2022-03-23,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,33,Wednesday,20,10.738078032534037
0x51cc,4.9,2022-03-06,Sandstorms,Low,2,Snack,motorcycle,1,No,Metropolitian,18,Sunday,22,12.098902980592285
0x5e80,4.7,2022-03-11,Stormy,Medium,2,Buffet,scooter,0,No,Metropolitian,34,Friday,15,6.20545250887856
0xd81c,4.8,2022-02-14,Cloudy,Medium,2,Snack,scooter,2,No,Metropolitian,38,Monday,17,16.455255253387044
0x4b24,4.7,2022-03-09,Stormy,Medium,1,Snack,scooter,1,No,Urban,24,Wednesday,17,4.602207587909277
0xc64b,5.0,2022-02-11,Cloudy,Low,1,Snack,motorcycle,0,No,Metropolitian,10,Friday,9,2.9811587086793976
0x4204,4.9,2022-03-21,Windy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,26,Monday,18,9.07450346176405
0x1bbf,4.0,2022-04-06,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,40,Wednesday,22,12.410204358275573
0x967c,4.7,2022-03-14,Windy,Low,1,Snack,scooter,0,No,Urban,16,Monday,22,12.143356311935612
0xa2f4,4.5,2022-03-10,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,44,Thursday,20,10.84351284874578
0xde5a,4.7,2022-02-13,Fog,High,0,Snack,motorcycle,1,No,Metropolitian,21,Sunday,11,3.0820839053052285
0x3be4,4.7,2022-03-11,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,27,Friday,9,3.102699426791535
0x433f,5.0,2022-03-14,Windy,Medium,1,Buffet,scooter,1,No,Metropolitian,22,Monday,18,13.765369600432459
0xd28d,4.8,2022-02-14,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,37,Monday,17,16.94950218139203
0x9058,4.8,2022-03-10,Windy,Low,1,Meal,scooter,1,No,Metropolitian,26,Thursday,22,10.571404917113615
0x6cb1,4.8,2022-03-24,Sunny,Jam,1,Snack,motorcycle,1,No,Urban,22,Thursday,21,7.747250131783334
0xb1b0,4.6,2022-03-08,Sandstorms,Jam,1,Drinks,scooter,1,No,Metropolitian,16,Tuesday,20,12.39525675915564
0x16f2,5.0,2022-03-23,Stormy,Medium,2,Buffet,electric_scooter,1,No,Urban,27,Wednesday,18,12.081149886335265
0x25ad,4.3,2022-03-15,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,32,Tuesday,17,7.439903377482956
0x82b2,4.7,2022-04-05,Stormy,Low,1,Drinks,scooter,1,No,Metropolitian,20,Tuesday,23,4.664630782215899
0x9cde,4.7,2022-03-20,Sandstorms,Low,2,Drinks,scooter,1,No,Urban,18,Sunday,22,10.415459469221599
0x41fb,5.0,2022-03-26,Sunny,High,2,Meal,scooter,0,No,Metropolitian,13,Saturday,12,6.117381788099393
0x7fa0,4.6,2022-04-01,Fog,Low,0,Meal,motorcycle,1,No,Urban,24,Friday,22,8.927484839963503
0x7a30,4.7,2022-03-25,Sandstorms,Low,2,Meal,electric_scooter,0,No,Metropolitian,18,Friday,23,19.58824065849606
0x6ea1,4.6,2022-03-29,Windy,Low,2,Meal,scooter,1,No,Urban,11,Tuesday,22,19.729375247155
0x11e6,4.3,2022-03-02,Fog,Low,0,Snack,motorcycle,2,No,Metropolitian,39,Wednesday,22,19.8516232898003
0x412f,5.0,2022-03-15,Sunny,Low,2,Drinks,scooter,1,No,Metropolitian,23,Tuesday,9,1.4880598281970034
0x10c7,4.7,2022-03-19,Fog,Medium,2,Buffet,electric_scooter,1,No,Urban,19,Saturday,17,4.654333043905785
0x5519,4.3,2022-04-02,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,35,Saturday,21,17.043078203708387
0x9ec7,4.8,2022-03-17,Stormy,Medium,2,Meal,motorcycle,0,No,Metropolitian,26,Thursday,19,9.175803174868914
0x8d4b,4.7,2022-03-12,Cloudy,Jam,2,Meal,scooter,1,Yes,Metropolitian,47,Saturday,20,13.945492012958097
0x5a35,4.3,2022-03-27,Cloudy,Medium,1,Meal,scooter,1,No,Metropolitian,32,Sunday,18,12.218457582301808
0x23a6,4.9,2022-03-05,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,17,Saturday,16,6.276138627413788
0x62c7,4.7,2022-03-03,Cloudy,Medium,1,Meal,scooter,0,No,Metropolitian,10,Thursday,18,4.521743441360153
0x939d,4.8,2022-03-06,Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,12,Sunday,22,16.365894271420444
0x592e,4.9,2022-03-21,Cloudy,Medium,1,Snack,scooter,1,No,Metropolitian,16,Monday,17,7.774210826080812
0x4c25,4.6,2022-04-05,Sunny,Jam,1,Drinks,scooter,1,No,Metropolitian,15,Tuesday,21,9.165678378618614
0x4f69,4.3,2022-04-04,Cloudy,Jam,1,Drinks,scooter,1,No,Urban,41,Monday,19,19.630660268723823
0x6f9f,4.5,2022-03-05,Sandstorms,Low,2,Snack,electric_scooter,1,No,Urban,22,Saturday,22,7.6472536668449616
0x8582,4.5,2022-03-30,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,Wednesday,8,3.054305578415364
0xcb64,4.3,2022-02-17,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,28,Thursday,22,9.414207472710387
0xa452,4.6,2022-03-21,Sandstorms,High,0,Drinks,motorcycle,0,No,Metropolitian,33,Monday,14,6.072110787370805
0x8ab1,4.5,2022-03-21,Windy,Low,2,Buffet,scooter,0,No,Metropolitian,14,Monday,10,3.01481332471581
0x3d3f,5.0,2022-03-30,Windy,High,1,Snack,motorcycle,1,No,Urban,24,Wednesday,12,5.952421484014082
0xd1e0,3.8,2022-02-16,Stormy,Jam,1,Buffet,scooter,1,No,Metropolitian,39,Wednesday,19,10.472552935938493
0x8eb9,4.9,2022-04-03,Sandstorms,Medium,2,Meal,scooter,0,No,Metropolitian,20,Sunday,18,9.329034857219833
0x8ee8,4.5,2022-03-02,Fog,Jam,0,Buffet,motorcycle,3,No,Semi-Urban,54,Wednesday,19,13.993676750493023
0x36e1,4.7,2022-03-05,Windy,Jam,2,Meal,scooter,0,No,Metropolitian,27,Saturday,20,4.5208616651671925
0x42b2,4.4,2022-03-07,Fog,High,2,Drinks,scooter,1,No,Metropolitian,38,Monday,11,3.1029169967959707
0xb633,4.5,2022-03-08,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,24,Tuesday,19,10.983241696284244
0x9c8e,5.0,2022-04-05,Sunny,Low,1,Drinks,motorcycle,1,No,Urban,18,Tuesday,9,1.5494796970417275
0xc8a9,4.6,2022-02-17,Windy,Low,1,Buffet,scooter,0,No,Metropolitian,18,Thursday,9,1.5238783449739979
0xba9f,4.5,2022-04-05,Stormy,High,2,Meal,scooter,1,No,Metropolitian,23,Tuesday,13,6.198294172347366
0xa970,5.0,2022-03-17,Stormy,Low,2,Meal,scooter,0,No,Metropolitian,27,Thursday,8,3.036073524369065
0xbee9,4.6,2022-03-15,Fog,High,1,Snack,motorcycle,0,No,Metropolitian,25,Tuesday,12,6.0498393591498365
0x5ae4,4.0,2022-03-24,Stormy,High,0,Buffet,motorcycle,1,No,Urban,37,Thursday,14,6.1183584287770465
0x3ce3,4.7,2022-04-01,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,24,Friday,10,1.5341913598605772
0x9622,4.7,2022-03-06,Sandstorms,Jam,2,Meal,electric_scooter,0,No,Metropolitian,16,Sunday,20,12.235645170840572
0x3c3a,4.1,2022-03-06,Fog,Medium,2,Snack,motorcycle,1,No,Metropolitian,33,Sunday,17,11.903799009959796
0xdb5c,4.6,2022-02-17,Windy,Low,2,Meal,scooter,0,No,Metropolitian,13,Thursday,8,2.9279685947682297
0x35ad,4.5,2022-03-18,Sandstorms,Low,0,Meal,motorcycle,0,No,Metropolitian,16,Friday,23,10.692860419649532
0x4a5e,4.5,2022-03-07,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,17,Monday,10,3.1380694073889375
0xaf0b,4.9,2022-03-29,Windy,Jam,1,Meal,scooter,1,No,Metropolitian,18,Tuesday,19,19.73096126394095
0x5eca,4.8,2022-03-31,Sunny,Medium,1,Snack,scooter,1,No,Urban,19,Thursday,17,10.704979833878406
0xe2b,4.9,2022-03-29,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,37,Tuesday,20,20.166599832051194
0x6a70,4.8,2022-03-18,Windy,Medium,1,Snack,motorcycle,1,No,Metropolitian,17,Friday,17,12.395166302654733
0xaa2a,4.6,2022-03-11,Cloudy,High,1,Snack,scooter,1,No,Metropolitian,25,Friday,11,1.5493509707072781
0xb330,4.9,2022-03-05,Windy,High,2,Buffet,motorcycle,1,No,Metropolitian,19,Saturday,12,3.109849704680054
0x2d26,4.9,2022-04-02,Fog,Low,2,Drinks,motorcycle,1,No,Urban,27,Saturday,22,12.142518774381282
0x51bb,4.9,2022-04-03,Fog,High,1,Buffet,motorcycle,1,No,Metropolitian,29,Sunday,14,6.136313894528232
0x2cf7,4.8,2022-03-31,Fog,Jam,2,Meal,motorcycle,0,No,Metropolitian,35,Thursday,19,17.103069399168035
0x3535,4.5,2022-04-05,Stormy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,19,Tuesday,20,8.928193235547578
0x810c,4.8,2022-03-19,Sunny,Low,1,Meal,motorcycle,0,No,Urban,14,Saturday,22,7.74716637421142
0x7b47,4.7,2022-03-06,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,21,Sunday,22,10.859713679362844
0xd526,4.6,2022-02-12,Windy,Low,2,Meal,scooter,0,No,Urban,17,Saturday,22,19.446578297463866
0x43a7,4.2,2022-03-14,Windy,Jam,1,Snack,motorcycle,2,Yes,Metropolitian,43,Monday,20,16.871969938410068
0xcc08,4.6,2022-02-15,Sandstorms,High,1,Buffet,motorcycle,0,No,Urban,20,Tuesday,11,1.4866117771925245
0x4ef7,4.7,2022-03-21,Stormy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,34,Monday,18,9.061353966600347
0xa363,4.7,2022-03-11,Sandstorms,Jam,0,Drinks,motorcycle,0,No,Metropolitian,24,Friday,21,4.601965759352708
0xc92b,4.8,2022-02-17,Sunny,Low,0,Buffet,motorcycle,0,No,Metropolitian,19,Thursday,10,1.5410881092404887
0x4caf,4.8,2022-04-04,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,25,Monday,23,14.121309628180253
0x2b5d,4.6,2022-03-10,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,Thursday,23,20.165972659683742
0x5cbd,4.8,2022-03-21,Windy,Jam,2,Drinks,scooter,0,No,Metropolitian,26,Monday,22,4.707104052532131
0x857,5.0,2022-03-12,Windy,Medium,1,Meal,motorcycle,0,No,Metropolitian,28,Saturday,18,10.844503262125768
0x9d9b,4.7,2022-03-26,Windy,Medium,1,Buffet,scooter,1,No,Metropolitian,22,Saturday,16,5.951665577584371
0x9fa4,4.2,2022-04-06,Cloudy,Medium,1,Meal,scooter,1,No,Metropolitian,33,Wednesday,18,13.941533701364968
0x91a1,4.9,2022-04-03,Fog,Medium,2,Buffet,scooter,0,No,Urban,16,Sunday,17,9.106851796519383
0x8eff,4.9,2022-04-06,Sunny,Medium,2,Drinks,scooter,0,No,Urban,10,Wednesday,18,13.744202599729608
0xc566,4.6,2022-02-18,Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,40,Friday,20,10.246362615008668
0x6475,5.0,2022-03-14,Fog,Jam,2,Snack,scooter,2,No,Urban,46,Monday,20,13.805559933930528
0x5d43,3.6,2022-04-04,Stormy,Jam,2,Meal,scooter,1,No,Urban,39,Monday,19,17.103050518544617
0xbc50,4.7,2022-03-28,Stormy,Low,2,Meal,scooter,1,No,Urban,19,Monday,22,4.531317330937983
0xb533,4.5,2022-03-13,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,21,Sunday,20,7.633313679223672
0xb3da,4.9,2022-03-05,Sandstorms,Low,2,Snack,electric_scooter,1,No,Metropolitian,14,Saturday,23,4.464026797416645
0x39fe,4.5,2022-03-13,Sunny,High,2,Snack,scooter,1,No,Metropolitian,17,Sunday,11,1.5180471193081784
0xc769,4.6,2022-02-14,Stormy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,25,Monday,19,14.015050246591588
0xdb0d,4.4,2022-02-16,Windy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,36,Wednesday,18,13.17343429381391
0x2a9d,4.7,2022-03-23,Fog,Low,0,Snack,motorcycle,0,No,Metropolitian,24,Wednesday,23,13.80483330094055
0x4e74,4.8,2022-04-05,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,26,Tuesday,22,4.6646127412632294
0x2ab6,4.1,2022-03-27,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,39,Sunday,19,12.395166302654733
0xb45b,5.0,2022-04-01,Stormy,High,0,Meal,motorcycle,1,No,Urban,32,Friday,11,1.5179990378559807
0xb29d,4.7,2022-03-17,Sandstorms,Low,1,Snack,motorcycle,0,No,Metropolitian,12,Thursday,9,3.0682457244058714
0xdab,5.0,2022-03-21,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,18,Monday,10,1.5073402472834567
0x63d0,4.8,2022-03-25,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,30,Friday,19,19.590912629231426
0xb627,4.7,2022-03-29,Windy,Low,0,Snack,motorcycle,1,No,Urban,18,Tuesday,22,16.696341060624416
0x2122,4.9,2022-03-20,Cloudy,Medium,2,Snack,scooter,0,No,Metropolitian,26,Sunday,18,12.082468598924104
0x31d0,4.9,2022-03-03,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,15,Thursday,9,3.0361474408826683
0xe265,4.8,2022-02-12,Sunny,Jam,1,Buffet,scooter,0,No,Urban,20,Saturday,22,20.94247125384543
0xe12c,4.8,2022-02-15,Sunny,High,0,Snack,motorcycle,1,No,Metropolitian,27,Tuesday,12,1.467539106250246
0x3ada,4.6,2022-04-06,Windy,Jam,1,Meal,motorcycle,1,No,Metropolitian,29,Wednesday,20,10.70609858733341
0xb73e,3.9,2022-03-19,Sunny,Jam,0,Snack,motorcycle,3,Yes,Metropolitian,51,Saturday,22,4.707104052532131
0xae60,5.0,2022-03-26,Sunny,Medium,0,Meal,motorcycle,0,No,Metropolitian,21,Saturday,16,6.21951968395977
0x7006,4.5,2022-03-05,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,26,Saturday,18,9.10683925158306
0x2766,4.1,2022-03-17,Fog,Jam,2,Buffet,motorcycle,1,No,Metropolitian,37,Thursday,19,9.167371856167895
0xcd86,4.7,2022-02-12,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,37,Saturday,17,13.868517891028956
0xd82,4.7,2022-03-01,Cloudy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,30,Tuesday,20,9.308008411174363
0xdd81,4.9,2022-02-11,Stormy,Low,2,Meal,electric_scooter,1,No,Metropolitian,19,Friday,22,9.344254416083489
0x61d4,4.7,2022-03-07,Sandstorms,Medium,2,Drinks,electric_scooter,1,No,Metropolitian,30,Monday,15,6.028999593844145
0xd5dd,4.9,2022-02-12,Windy,Low,2,Drinks,motorcycle,1,No,Metropolitian,14,Saturday,22,20.245088582260827
0xa525,4.8,2022-03-19,Fog,Medium,1,Buffet,motorcycle,1,No,Urban,16,Saturday,15,6.0280717308551015
0x5849,4.5,2022-03-29,Sandstorms,Medium,1,Buffet,scooter,0,No,Metropolitian,15,Tuesday,18,10.84421095949386
0xce7f,4.9,2022-02-14,Fog,Medium,2,Buffet,motorcycle,1,No,Metropolitian,34,Monday,17,12.552275755914394
0x3f19,5.0,2022-04-06,Cloudy,Jam,1,Buffet,scooter,1,No,Urban,34,Wednesday,20,13.740737825926681
0xdf92,4.9,2022-02-11,Cloudy,Low,2,Buffet,motorcycle,0,No,Urban,15,Friday,8,1.541318816100515
0x531e,4.7,2022-03-30,Fog,Medium,2,Buffet,motorcycle,0,No,Metropolitian,16,Wednesday,16,6.2195799756053045
0x2685,4.7,2022-03-12,Sunny,Low,0,Buffet,motorcycle,0,No,Urban,22,Saturday,22,20.164987511903337
0xdcac,4.9,2022-02-17,Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian,12,Thursday,19,9.344526186563362
0xa1d6,4.9,2022-03-11,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,25,Friday,20,4.588679297487378
0xde9e,4.0,2022-02-14,Cloudy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,38,Monday,22,17.130966951633386
0x15a0,4.7,2022-04-04,Fog,Low,2,Meal,scooter,0,No,Metropolitian,21,Monday,23,16.635180987928763
0x4cc8,3.5,2022-03-14,Stormy,Medium,2,Meal,electric_scooter,0,No,Metropolitian,35,Monday,18,17.041212810860895
0x394e,4.6,2022-03-08,Sunny,Jam,0,Meal,motorcycle,1,No,Urban,28,Tuesday,19,13.661188213249718
0xaa74,4.7,2022-03-31,Sandstorms,Low,2,Snack,motorcycle,1,No,Metropolitian,12,Thursday,23,17.259376716936664
0x3d28,4.6,2022-03-17,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,19,Thursday,17,7.551477688934239
0x9b21,4.9,2022-03-13,Stormy,Medium,2,Buffet,electric_scooter,1,No,Metropolitian,29,Sunday,17,9.062281834867486
0xb75a,4.9,2022-03-03,Stormy,Medium,1,Drinks,scooter,0,No,Metropolitian,26,Thursday,18,9.32899599009658
0xb5f3,4.8,2022-03-14,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,21,Monday,19,16.823894329937332
0x22f2,4.7,2022-03-03,Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,13,Thursday,22,4.521740183910015
0x1d5e,4.6,2022-03-30,Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,21,Wednesday,9,1.507297708138871
0x15b1,3.9,2022-03-18,Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,36,Friday,21,13.764718900460496
0xd925,4.9,2022-02-12,Stormy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,18,Saturday,18,10.901446289230094
0xc2ca,4.8,2022-02-16,Fog,Jam,1,Buffet,motorcycle,1,Yes,Metropolitian,41,Wednesday,20,12.458706616945845
0xacd9,4.4,2022-03-24,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,33,Thursday,17,4.602448566244239
0x866b,4.0,2022-03-04,Cloudy,Medium,1,Snack,motorcycle,1,No,Metropolitian,38,Friday,18,13.76488736327854
0xc72c,4.9,2022-02-14,Stormy,Low,1,Buffet,scooter,1,No,Metropolitian,28,Monday,22,20.489777484636544
0xbe23,4.9,2022-04-06,Sandstorms,Medium,1,Snack,motorcycle,1,No,Metropolitian,30,Wednesday,17,13.765379678937752
0x54c7,4.9,2022-03-02,Sandstorms,Jam,2,Buffet,motorcycle,1,No,Metropolitian,27,Wednesday,21,12.394039449560905
0x7df8,4.8,2022-04-03,Fog,Low,1,Buffet,scooter,1,No,Urban,16,Sunday,22,4.602219720227634
0x65cb,4.8,2022-03-13,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,20,Sunday,16,6.118362902630352
0x244e,4.7,2022-03-20,Cloudy,Jam,0,Drinks,motorcycle,2,Yes,Metropolitian,42,Sunday,21,10.983241696284244
0x9b6e,4.5,2022-04-03,Cloudy,Medium,2,Meal,scooter,1,No,Metropolitian,19,Sunday,16,5.952035110828275
0x63bd,5.0,2022-04-01,Sandstorms,Jam,2,Snack,scooter,0,No,Metropolitian,31,Friday,21,7.589425972485111
0xc6be,4.2,2022-02-16,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,37,Wednesday,22,13.570482330861356
0xa576,4.9,2022-03-11,Windy,High,0,Buffet,motorcycle,0,No,Metropolitian,15,Friday,14,6.11061925159559
0x17c8,4.6,2022-03-25,Stormy,Jam,1,Buffet,motorcycle,0,No,Metropolitian,27,Friday,21,19.637257466273653
0x656f,4.5,2022-03-21,Cloudy,High,0,Meal,motorcycle,0,No,Metropolitian,25,Monday,11,3.0679856996320822
0xc821,4.7,2022-02-12,Cloudy,Low,1,Drinks,scooter,1,No,Metropolitian,20,Saturday,22,17.259376716936664
0x8dc3,4.9,2022-03-01,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,25,Tuesday,22,9.296531667508525
0x42d6,4.6,2022-03-13,Sandstorms,Low,1,Buffet,scooter,0,No,Metropolitian,19,Sunday,22,9.297855593284813
0x2dab,4.5,2022-03-28,Windy,Low,1,Drinks,scooter,0,No,Urban,12,Monday,10,3.1380694073889375
0x56a3,4.9,2022-03-25,Sunny,Jam,1,Meal,scooter,0,No,Urban,10,Friday,20,12.271693017352293
0x9ad7,5.0,2022-04-06,Stormy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,16,Wednesday,19,19.881709995994314
0x8755,4.8,2022-03-06,Windy,Jam,1,Meal,motorcycle,1,No,Metropolitian,27,Sunday,21,19.73112598347896
0x7640,4.6,2022-03-11,Stormy,High,1,Drinks,scooter,1,No,Urban,33,Friday,14,6.219745115417305
0x75d0,4.5,2022-03-07,Sandstorms,High,0,Drinks,motorcycle,0,No,Urban,23,Monday,12,6.205443615404849
0xb9ea,4.6,2022-03-26,Cloudy,Low,1,Snack,scooter,0,No,Urban,15,Saturday,22,7.756712515848981
0x3173,2.7,2022-03-18,Sunny,Low,2,Drinks,scooter,1,No,Metropolitian,33,Friday,23,13.9446678681882
0x24b9,4.6,2022-03-13,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,28,Sunday,21,9.16567358092004
0xbe31,4.6,2022-03-04,Sunny,Jam,2,Meal,scooter,1,No,Metropolitian,30,Friday,19,10.572487634373488
0xcd2a,4.9,2022-02-18,Windy,Jam,2,Meal,motorcycle,1,No,Urban,28,Friday,21,10.901202627409724
0xbe6e,4.8,2022-04-02,Stormy,Medium,2,Meal,motorcycle,1,No,Urban,21,Saturday,18,10.571705517771939
0xca8e,4.9,2022-02-18,Windy,Low,1,Meal,scooter,0,No,Metropolitian,11,Friday,22,20.862712072902738
0xc7f,4.8,2022-03-24,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,22,Thursday,17,7.670294054159628
0xd7c2,4.7,2022-02-16,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,17,Wednesday,22,13.37751032958493
0x5ced,4.7,2022-03-24,Stormy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,25,Thursday,18,9.063101192712567
0x57be,4.9,2022-03-18,Sandstorms,Jam,2,Snack,scooter,0,No,Urban,24,Friday,19,16.823768285553772
0x1f97,4.9,2022-03-03,Windy,Low,1,Buffet,scooter,1,No,Metropolitian,29,Thursday,10,3.0990100939446292
0x3f5d,5.0,2022-03-07,Cloudy,High,2,Drinks,motorcycle,1,No,Metropolitian,21,Monday,13,6.071710271577742
0x3199,4.0,2022-03-17,Stormy,High,2,Snack,electric_scooter,1,No,Metropolitian,31,Thursday,11,1.5180023231697826
0x2cf1,5.0,2022-04-06,Sandstorms,Low,2,Buffet,scooter,1,No,Metropolitian,15,Wednesday,23,12.2709972173604
0xb065,4.3,2022-03-20,Cloudy,Jam,2,Drinks,scooter,2,No,Metropolitian,40,Sunday,19,12.395136598591078
0x35b3,5.0,2022-03-08,Stormy,Low,2,Snack,scooter,0,No,Urban,12,Tuesday,23,12.410725803757424
0x22f0,4.7,2022-04-02,Cloudy,Medium,0,Meal,motorcycle,0,No,Metropolitian,32,Saturday,18,10.737399645661611
0xdfa9,4.6,2022-02-12,Windy,Medium,2,Meal,scooter,1,No,Urban,25,Saturday,18,16.136837180781157
0xd0b0,4.7,2022-02-16,Sandstorms,Jam,1,Snack,scooter,1,No,Urban,29,Wednesday,20,20.489776592999593
0xd1f3,4.4,2022-02-11,Windy,High,0,Buffet,motorcycle,0,No,Metropolitian,33,Friday,13,5.855334902123151
0xbd22,4.9,2022-04-01,Sandstorms,Low,2,Buffet,scooter,0,No,Metropolitian,21,Friday,8,1.5493509707072781
0x5e4c,4.8,2022-03-08,Stormy,Low,2,Meal,motorcycle,0,No,Urban,17,Tuesday,23,17.042779720771566
0x49da,5.0,2022-03-27,Fog,Jam,0,Snack,motorcycle,2,Yes,Metropolitian,44,Sunday,19,19.731429221614068
0x8a0a,5.0,2022-03-01,Fog,Low,2,Snack,motorcycle,0,No,Metropolitian,15,Tuesday,23,7.77451972836823
0xbe45,4.7,2022-03-30,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,11,Wednesday,17,7.77451972836823
0x666d,3.7,2022-03-14,Sandstorms,Jam,2,Drinks,motorcycle,2,No,Metropolitian,38,Monday,19,13.591761495896126
0x90e6,4.9,2022-03-29,Windy,Low,0,Snack,motorcycle,0,No,Urban,21,Tuesday,22,17.04436521372678
0xd3b1,4.8,2022-02-15,Cloudy,Medium,2,Snack,scooter,0,No,Metropolitian,17,Tuesday,15,5.961966901624224
0xd6cc,4.9,2022-02-12,Stormy,Jam,1,Snack,scooter,1,No,Metropolitian,30,Saturday,21,10.24678087188797
0x3716,5.0,2022-03-19,Sunny,Low,1,Drinks,scooter,1,No,Metropolitian,15,Saturday,10,1.551396699364718
0x79cc,4.7,2022-03-19,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,23,Saturday,15,6.1983397369141935
0x3994,4.9,2022-03-06,Cloudy,Medium,0,Snack,motorcycle,0,Yes,Metropolitian,41,Sunday,18,13.805228599411375
0xbdab,4.5,2022-03-02,Cloudy,Medium,0,Drinks,motorcycle,2,No,Metropolitian,44,Wednesday,19,13.563916062056787
0x360c,4.8,2022-03-01,Fog,Low,1,Buffet,scooter,0,No,Urban,16,Tuesday,10,1.551447254286384
0x7901,4.6,2022-03-25,Windy,Low,1,Meal,scooter,1,No,Metropolitian,24,Friday,23,13.591437788969875
0x5989,5.0,2022-03-12,Sunny,Medium,0,Drinks,motorcycle,0,No,Metropolitian,29,Saturday,17,16.821191645783845
0x90b4,4.6,2022-03-29,Sandstorms,Low,1,Buffet,scooter,0,No,Metropolitian,27,Tuesday,23,12.271931674507936
0xbed0,4.2,2022-03-26,Cloudy,Jam,2,Meal,scooter,1,No,Metropolitian,33,Saturday,19,7.747850339383857
0x81a7,4.7,2022-03-14,Windy,Low,1,Drinks,motorcycle,0,No,Urban,27,Monday,23,13.659644060860991
0xc4c3,5.0,2022-02-15,Sunny,Low,1,Drinks,motorcycle,1,No,Metropolitian,19,Tuesday,23,7.787162963937181
0x653c,4.3,2022-03-18,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,41,Friday,20,13.766038615058191
0x9f39,4.9,2022-03-01,Windy,Low,1,Buffet,scooter,1,No,Urban,25,Tuesday,23,9.074224662550684
0x6672,4.6,2022-03-04,Stormy,Low,0,Buffet,motorcycle,1,No,Urban,19,Friday,22,10.737174994526411
